period_end,winddirAvg,humidityHigh,humidityLow,humidityAvg,tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,gti,ghi,clearsky_ghi,clearsky_gti,albedo,e,pev,ssr,ssrc,str,strc,tcc,delta,e_a,e_s,R_n,G,psi,ET_0
2023-05-26 03:00:00+00:00,45.0,96.0,95.0,95.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,1021.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.06473664086726948,0.8723109603497123,0.968483914684943,,,0.0678965,
2023-05-26 04:00:00+00:00,45.0,96.0,95.0,95.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,1022.01,1021.0,0.0,0.0,0.0,20.0,28.0,30.0,17.0,0.16,,,,,,,,0.06473664086726948,0.8723109603497123,0.968483914684943,,,0.0679300825,
2023-05-26 05:00:00+00:00,65.0,95.0,85.0,87.0,10.0,7.0,9.0,6.0,0.0,1.0,6.0,0.0,1.0,8.0,6.0,7.0,10.0,7.0,9.0,10.0,7.0,9.0,1022.01,1022.01,0.0,0.0,0.0,61.0,127.0,141.0,46.0,0.16,,,,,,,,0.07755465977678412,1.001858425976152,1.1149105226577651,,,0.06796366499999999,
2023-05-26 06:00:00+00:00,75.0,85.0,77.0,82.0,13.0,10.0,11.0,6.0,0.0,2.0,7.0,0.0,2.0,9.0,7.0,8.0,13.0,10.0,11.0,13.0,10.0,11.0,1024.04,1023.03,1.02,0.0,0.0,165.0,292.0,292.0,165.0,0.16,,,,,,,,0.0872546695224779,1.072768825881126,1.362866761048177,,,0.0680650775,
2023-05-26 07:00:00+00:00,81.0,79.0,68.0,73.0,15.0,13.0,14.0,9.0,0.0,2.0,9.0,0.0,2.0,10.0,9.0,9.0,15.0,13.0,14.0,15.0,13.0,14.0,1025.06,1024.04,1.02,0.0,0.0,373.0,451.0,451.0,373.0,0.16,,,,,,,,0.10373566746867496,1.1480604779781116,1.601558567436374,,,0.068132575,
2023-05-26 08:00:00+00:00,78.0,68.0,56.0,61.0,16.0,15.0,15.0,9.0,0.0,3.0,9.0,0.0,3.0,9.0,7.0,8.0,16.0,15.0,15.0,16.0,15.0,15.0,1025.06,1025.06,0.0,0.0,0.0,589.0,602.0,602.0,589.0,0.16,,,,,,,,0.10978677277584367,1.072768825881126,1.7618164563006613,,,0.06816649,
2023-05-26 09:00:00+00:00,74.0,60.0,49.0,55.0,17.0,16.0,17.0,12.0,0.0,5.0,12.0,0.0,5.0,9.0,7.0,8.0,17.0,16.0,17.0,17.0,16.0,17.0,1025.06,1025.06,0.0,0.0,0.0,780.0,730.0,730.0,780.0,0.16,,,,,,,,0.12279264420686307,1.072768825881126,1.8780080161779975,,,0.06816649,
2023-05-26 10:00:00+00:00,67.0,55.0,43.0,49.0,19.0,17.0,18.0,14.0,0.0,4.0,16.0,0.0,4.0,9.0,6.0,7.0,19.0,17.0,18.0,19.0,17.0,18.0,1025.06,1024.04,-1.02,0.0,0.0,927.0,826.0,826.0,927.0,0.16,,,,,,,,0.1297710281553612,1.001858425976152,2.0675613378779856,,,0.068132575,
2023-05-26 11:00:00+00:00,73.0,47.0,34.0,40.0,20.0,19.0,19.0,12.0,0.0,5.0,13.0,0.0,5.0,7.0,3.0,6.0,20.0,19.0,19.0,20.0,19.0,19.0,1024.04,1024.04,0.0,0.0,0.0,1003.0,876.0,876.0,1003.0,0.16,,,,,,,,0.13708266611218417,0.9351094033937339,2.267837297406486,,,0.06809866,
2023-05-26 12:00:00+00:00,73.0,38.0,30.0,33.0,20.0,20.0,20.0,12.0,0.0,5.0,14.0,0.0,5.0,5.0,2.0,3.0,20.0,20.0,20.0,20.0,20.0,20.0,1024.04,1024.04,0.0,0.0,0.0,1005.0,877.0,877.0,1005.0,0.16,,,,,,,,0.14474018811241365,0.7577663300977576,2.338281270927446,,,0.06809866,
2023-05-26 13:00:00+00:00,75.0,34.0,29.0,31.0,21.0,20.0,21.0,11.0,0.0,5.0,12.0,0.0,5.0,4.0,2.0,3.0,21.0,20.0,21.0,21.0,20.0,21.0,1024.04,1023.03,-1.02,0.0,0.0,933.0,831.0,831.0,933.0,0.16,,,,,,,,0.15275655991910123,0.7577663300977576,2.412643334099756,,,0.0680650775,
2023-05-26 14:00:00+00:00,77.0,33.0,26.0,30.0,21.0,20.0,21.0,12.0,0.0,4.0,14.0,0.0,5.0,4.0,1.0,3.0,21.0,20.0,21.0,21.0,20.0,21.0,1023.03,1023.03,0.0,0.0,0.0,795.0,741.0,741.0,795.0,0.16,,,,,,,,0.15275655991910123,0.7577663300977576,2.412643334099756,,,0.068031495,
2023-05-26 15:00:00+00:00,63.0,36.0,30.0,33.0,21.0,21.0,21.0,12.0,0.0,4.0,13.0,0.0,4.0,6.0,2.0,4.0,21.0,21.0,21.0,21.0,20.0,21.0,1023.03,1023.03,0.0,0.0,0.0,606.0,615.0,615.0,606.0,0.16,,,,,,,,0.15275655991910123,0.8132610958262529,2.4870053972720654,,,0.068031495,
2023-05-26 16:00:00+00:00,65.0,41.0,32.0,36.0,21.0,20.0,20.0,13.0,0.0,4.0,15.0,0.0,4.0,6.0,3.0,5.0,21.0,20.0,20.0,21.0,20.0,20.0,1024.04,1023.03,-1.02,0.0,0.0,389.0,463.0,463.0,389.0,0.16,,,,,,,,0.14474018811241365,0.8723109603497123,2.412643334099756,,,0.0680650775,
2023-05-26 17:00:00+00:00,68.0,46.0,40.0,42.0,20.0,19.0,19.0,11.0,0.0,4.0,11.0,0.0,5.0,7.0,5.0,6.0,20.0,19.0,19.0,20.0,19.0,19.0,1023.03,1023.03,0.0,0.0,0.0,180.0,300.0,300.0,180.0,0.16,,,,,,,,0.13708266611218417,0.9351094033937339,2.267837297406486,,,0.068031495,
2023-05-26 18:00:00+00:00,69.0,51.0,43.0,46.0,19.0,17.0,18.0,12.0,0.0,4.0,13.0,0.0,4.0,7.0,5.0,6.0,19.0,17.0,18.0,19.0,17.0,18.0,1023.03,1023.03,0.0,0.0,0.0,55.0,146.0,148.0,53.0,0.16,,,,,,,,0.1297710281553612,0.9351094033937339,2.0675613378779856,,,0.068031495,
2023-05-26 19:00:00+00:00,92.0,62.0,49.0,55.0,17.0,14.0,16.0,9.0,0.0,2.0,10.0,0.0,2.0,8.0,6.0,7.0,17.0,14.0,16.0,17.0,14.0,16.0,1023.03,1023.03,0.0,0.0,0.0,20.0,36.0,36.0,20.0,0.16,,,,,,,,0.11613521596458193,1.001858425976152,1.7681671056478683,,,0.068031495,
2023-05-26 20:00:00+00:00,96.0,77.0,59.0,68.0,14.0,11.0,13.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,6.0,7.0,14.0,11.0,13.0,14.0,11.0,13.0,1024.04,1023.03,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.09797057210130243,1.001858425976152,1.4556594992655598,,,0.0680650775,
2023-05-26 21:00:00+00:00,112.0,84.0,76.0,80.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,11.0,9.0,10.0,11.0,9.0,10.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.08228276324952875,1.001858425976152,1.2303873085419696,,,0.06809866,
2023-05-26 22:00:00+00:00,112.0,82.0,78.0,79.0,10.0,9.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,6.0,6.0,10.0,9.0,10.0,10.0,9.0,10.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.08228276324952875,0.9351094033937339,1.188011548658745,,,0.06809866,
2023-05-26 23:00:00+00:00,112.0,85.0,81.0,83.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,9.0,8.0,9.0,9.0,8.0,9.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,0.9351094033937339,1.1104146519296187,,,0.06809866,
2023-05-27 00:00:00+00:00,112.0,91.0,84.0,87.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.0730605609421387,0.9351094033937339,1.037313625928639,,,0.06809866,
2023-05-27 01:00:00+00:00,112.0,92.0,89.0,90.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0687909607935304,0.8723109603497123,0.968483914684943,,,0.06809866,
2023-05-27 02:00:00+00:00,112.0,93.0,92.0,92.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06088866541416394,0.8132610958262529,0.9037101818717231,,,0.06809866,
2023-05-27 03:00:00+00:00,112.0,95.0,93.0,94.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1024.04,1024.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06088866541416394,0.8132610958262529,0.8723109603497123,,,0.06809866,
2023-05-27 04:00:00+00:00,112.0,95.0,90.0,94.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,1024.04,1024.04,0.0,0.0,0.0,19.0,30.0,31.0,18.0,0.17,,,,,,,,0.06088866541416394,0.8132610958262529,0.9037101818717231,,,0.06809866,
2023-05-27 05:00:00+00:00,112.0,90.0,81.0,84.0,10.0,6.0,9.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,6.0,10.0,6.0,9.0,10.0,6.0,9.0,1025.06,1024.04,1.02,0.0,0.0,77.0,115.0,143.0,46.0,0.17,,,,,,,,0.07755465977678412,0.9351094033937339,1.0815360113665562,,,0.068132575,
2023-05-27 06:00:00+00:00,102.0,83.0,75.0,79.0,12.0,10.0,11.0,4.0,0.0,1.0,4.0,0.0,1.0,8.0,7.0,8.0,12.0,10.0,11.0,12.0,10.0,11.0,1025.06,1025.06,0.0,0.0,0.0,166.0,297.0,297.0,166.0,0.17,,,,,,,,0.0872546695224779,1.072768825881126,1.3152632461931675,,,0.06816649,
2023-05-27 07:00:00+00:00,112.0,76.0,48.0,61.0,15.0,12.0,14.0,9.0,0.0,2.0,9.0,0.0,2.0,8.0,4.0,6.0,15.0,12.0,14.0,15.0,12.0,14.0,1026.08,1025.06,1.02,0.0,0.0,377.0,459.0,459.0,377.0,0.17,,,,,,,,0.10373566746867496,0.9351094033937339,1.5539550525813643,,,0.06820040499999999,
2023-05-27 08:00:00+00:00,136.0,53.0,43.0,47.0,16.0,15.0,16.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,3.0,4.0,16.0,15.0,16.0,16.0,15.0,16.0,1026.08,1026.08,0.0,0.0,0.0,594.0,609.0,609.0,594.0,0.17,,,,,,,,0.11613521596458193,0.8132610958262529,1.7618164563006613,,,0.06823431999999999,
2023-05-27 09:00:00+00:00,90.0,47.0,35.0,41.0,18.0,16.0,17.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,2.0,4.0,18.0,16.0,17.0,18.0,16.0,17.0,1026.08,1026.08,0.0,0.0,0.0,783.0,734.0,734.0,783.0,0.17,,,,,,,,0.12279264420686307,0.8132610958262529,1.9411379415730177,,,0.06823431999999999,
2023-05-27 10:00:00+00:00,116.0,43.0,30.0,34.0,19.0,18.0,19.0,9.0,0.0,3.0,9.0,0.0,3.0,5.0,1.0,3.0,19.0,18.0,19.0,19.0,18.0,19.0,1026.08,1026.08,0.0,0.0,0.0,921.0,824.0,824.0,921.0,0.17,,,,,,,,0.13708266611218417,0.7577663300977576,2.1306912632730057,,,0.06823431999999999,
2023-05-27 11:00:00+00:00,117.0,38.0,30.0,33.0,21.0,19.0,20.0,10.0,0.0,3.0,10.0,0.0,4.0,5.0,1.0,3.0,21.0,19.0,20.0,21.0,19.0,20.0,1026.08,1025.06,-1.02,0.0,0.0,995.0,872.0,872.0,995.0,0.17,,,,,,,,0.14474018811241365,0.7577663300977576,2.3421993605787956,,,0.06820040499999999,
2023-05-27 12:00:00+00:00,128.0,36.0,29.0,32.0,22.0,20.0,21.0,11.0,0.0,4.0,11.0,0.0,4.0,5.0,2.0,4.0,22.0,20.0,21.0,21.0,20.0,21.0,1025.06,1024.04,-1.02,0.0,0.0,996.0,873.0,873.0,996.0,0.17,,,,,,,,0.15275655991910123,0.8132610958262529,2.4911062315690105,,,0.068132575,
2023-05-27 13:00:00+00:00,129.0,35.0,26.0,30.0,23.0,21.0,22.0,9.0,0.0,3.0,9.0,0.0,4.0,6.0,2.0,4.0,23.0,21.0,22.0,22.0,20.0,21.0,1024.04,1024.04,0.0,0.0,0.0,928.0,829.0,829.0,928.0,0.17,,,,,,,,0.1611450869264433,0.8132610958262529,2.648221509834567,,,0.06809866,
2023-05-27 14:00:00+00:00,123.0,32.0,24.0,28.0,23.0,22.0,23.0,10.0,0.0,3.0,11.0,0.0,3.0,5.0,1.0,3.0,23.0,22.0,23.0,22.0,21.0,22.0,1023.03,1022.01,-1.02,0.0,0.0,796.0,743.0,743.0,796.0,0.17,,,,,,,,0.16991941796793744,0.7577663300977576,2.7266844073038223,,,0.06799758,
2023-05-27 15:00:00+00:00,128.0,36.0,27.0,31.0,23.0,22.0,23.0,10.0,0.0,3.0,10.0,0.0,4.0,6.0,3.0,5.0,23.0,22.0,23.0,22.0,21.0,22.0,1022.01,1022.01,0.0,0.0,0.0,611.0,621.0,621.0,611.0,0.17,,,,,,,,0.16991941796793744,0.8723109603497123,2.7266844073038223,,,0.06796366499999999,
2023-05-27 16:00:00+00:00,148.0,37.0,30.0,33.0,22.0,21.0,22.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,3.0,5.0,22.0,21.0,22.0,21.0,20.0,21.0,1022.01,1021.0,0.0,0.0,0.0,394.0,472.0,472.0,394.0,0.17,,,,,,,,0.1611450869264433,0.8723109603497123,2.5654682947413203,,,0.0679300825,
2023-05-27 17:00:00+00:00,166.0,39.0,31.0,34.0,22.0,21.0,21.0,9.0,0.0,3.0,9.0,0.0,3.0,7.0,4.0,5.0,22.0,21.0,21.0,21.0,20.0,21.0,1021.0,1021.0,0.0,0.0,0.0,179.0,313.0,313.0,179.0,0.17,,,,,,,,0.15275655991910123,0.8723109603497123,2.5654682947413203,,,0.0678965,
2023-05-27 18:00:00+00:00,175.0,40.0,35.0,37.0,21.0,19.0,20.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,4.0,5.0,21.0,19.0,20.0,21.0,19.0,20.0,1021.0,1019.98,-1.02,0.0,0.0,46.0,159.0,159.0,46.0,0.17,,,,,,,,0.14474018811241365,0.8723109603497123,2.3421993605787956,,,0.067862585,
2023-05-27 19:00:00+00:00,195.0,51.0,37.0,42.0,19.0,16.0,18.0,6.0,0.0,1.0,7.0,0.0,1.0,6.0,4.0,5.0,19.0,16.0,18.0,19.0,16.0,18.0,1019.98,1019.98,0.0,0.0,0.0,20.0,40.0,40.0,20.0,0.17,,,,,,,,0.1297710281553612,0.8723109603497123,2.0078400021855383,,,0.06782867000000001,
2023-05-27 20:00:00+00:00,180.0,73.0,50.0,59.0,16.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,16.0,12.0,14.0,16.0,12.0,14.0,1019.98,1019.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.10373566746867496,0.9351094033937339,1.6104252767662532,,,0.06782867000000001,
2023-05-27 21:00:00+00:00,180.0,78.0,70.0,73.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,12.0,11.0,11.0,12.0,11.0,11.0,1019.98,1018.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0872546695224779,1.001858425976152,1.357639006076392,,,0.06779475500000001,
2023-05-27 22:00:00+00:00,180.0,82.0,77.0,79.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,11.0,10.0,10.0,11.0,10.0,10.0,1018.96,1018.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.08228276324952875,1.001858425976152,1.2703383792226033,,,0.06776084,
2023-05-27 23:00:00+00:00,180.0,86.0,81.0,83.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,9.0,8.0,9.0,9.0,8.0,9.0,1018.96,1018.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.07755465977678412,0.9351094033937339,1.1104146519296187,,,0.06776084,
2023-05-28 00:00:00+00:00,180.0,88.0,85.0,86.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,1018.96,1017.95,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0730605609421387,0.9351094033937339,1.072768825881126,,,0.0677272575,
2023-05-28 01:00:00+00:00,180.0,92.0,88.0,90.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,1017.95,1017.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.0687909607935304,0.9351094033937339,1.037313625928639,,,0.06769367500000001,
2023-05-28 02:00:00+00:00,180.0,93.0,91.0,91.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,1017.95,1017.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06473664086726948,0.8723109603497123,0.968483914684943,,,0.06769367500000001,
2023-05-28 03:00:00+00:00,180.0,93.0,92.0,92.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1016.93,1016.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.06473664086726948,0.8723109603497123,0.9351094033937339,,,0.06762584499999999,
2023-05-28 04:00:00+00:00,180.0,93.0,87.0,92.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,1016.93,1016.93,0.0,0.0,0.0,18.0,34.0,34.0,18.0,0.17,,,,,,,,0.06473664086726948,0.8723109603497123,0.968483914684943,,,0.06762584499999999,
2023-05-28 05:00:00+00:00,180.0,87.0,68.0,77.0,12.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,12.0,7.0,10.0,12.0,7.0,10.0,1017.95,1016.93,1.02,0.0,0.0,69.0,128.0,148.0,44.0,0.17,,,,,,,,0.08228276324952875,0.9351094033937339,1.2022111495115542,,,0.06765976,
2023-05-28 06:00:00+00:00,180.0,69.0,56.0,63.0,15.0,13.0,13.0,4.0,0.0,1.0,4.0,0.0,1.0,7.0,6.0,6.0,15.0,13.0,13.0,15.0,13.0,13.0,1017.95,1017.95,0.0,0.0,0.0,167.0,296.0,299.0,165.0,0.17,,,,,,,,0.09797057210130243,0.9351094033937339,1.601558567436374,,,0.06769367500000001,
2023-05-28 07:00:00+00:00,180.0,58.0,46.0,50.0,18.0,15.0,16.0,5.0,0.0,2.0,6.0,0.0,2.0,7.0,5.0,6.0,18.0,15.0,16.0,18.0,15.0,16.0,1018.96,1017.95,1.02,0.0,0.0,377.0,459.0,459.0,377.0,0.17,,,,,,,,0.11613521596458193,0.9351094033937339,1.8846677173881288,,,0.0677272575,
2023-05-28 08:00:00+00:00,190.0,46.0,32.0,38.0,20.0,18.0,19.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,3.0,5.0,20.0,18.0,19.0,20.0,18.0,19.0,1018.96,1018.96,0.0,0.0,0.0,591.0,608.0,608.0,591.0,0.17,,,,,,,,0.13708266611218417,0.8723109603497123,2.2011352367939656,,,0.06776084,
2023-05-28 09:00:00+00:00,206.0,36.0,31.0,32.0,21.0,20.0,21.0,9.0,0.0,4.0,10.0,0.0,4.0,6.0,3.0,4.0,21.0,20.0,21.0,21.0,20.0,21.0,1018.96,1018.96,0.0,0.0,0.0,778.0,732.0,732.0,778.0,0.17,,,,,,,,0.15275655991910123,0.8132610958262529,2.412643334099756,,,0.06776084,
2023-05-28 10:00:00+00:00,196.0,35.0,28.0,30.0,23.0,21.0,22.0,10.0,0.0,4.0,11.0,0.0,4.0,6.0,3.0,4.0,23.0,21.0,22.0,22.0,20.0,21.0,1018.96,1018.96,0.0,0.0,0.0,914.0,820.0,820.0,914.0,0.17,,,,,,,,0.1611450869264433,0.8132610958262529,2.648221509834567,,,0.06776084,
2023-05-28 11:00:00+00:00,198.0,34.0,27.0,29.0,24.0,23.0,23.0,9.0,0.0,3.0,9.0,0.0,3.0,7.0,3.0,5.0,24.0,23.0,23.0,23.0,22.0,22.0,1018.96,1017.95,-1.02,0.0,0.0,987.0,868.0,868.0,987.0,0.17,,,,,,,,0.16991941796793744,0.8723109603497123,2.896677549781314,,,0.0677272575,
2023-05-28 12:00:00+00:00,146.0,32.0,25.0,28.0,25.0,23.0,24.0,9.0,0.0,3.0,11.0,0.0,3.0,7.0,3.0,5.0,25.0,23.0,24.0,24.0,22.0,23.0,1017.95,1017.95,0.0,0.0,0.0,990.0,869.0,869.0,990.0,0.17,,,,,,,,0.1790935490264018,0.8723109603497123,2.988607669951958,,,0.06769367500000001,
2023-05-28 13:00:00+00:00,94.0,32.0,26.0,28.0,25.0,24.0,25.0,10.0,0.0,3.0,10.0,0.0,4.0,7.0,3.0,5.0,25.0,24.0,25.0,24.0,23.0,24.0,1017.95,1016.93,-1.02,0.0,0.0,923.0,826.0,826.0,923.0,0.17,,,,,,,,0.18868182684282597,0.8723109603497123,3.075847597336203,,,0.06765976,
2023-05-28 14:00:00+00:00,103.0,31.0,25.0,27.0,25.0,24.0,25.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,3.0,5.0,25.0,24.0,25.0,24.0,23.0,24.0,1016.93,1016.93,0.0,0.0,0.0,790.0,740.0,740.0,790.0,0.17,,,,,,,,0.18868182684282597,0.8723109603497123,3.075847597336203,,,0.06762584499999999,
2023-05-28 15:00:00+00:00,162.0,30.0,25.0,26.0,26.0,25.0,25.0,11.0,0.0,3.0,13.0,0.0,4.0,6.0,4.0,5.0,26.0,25.0,25.0,25.0,24.0,25.0,1015.92,1015.92,0.0,0.0,0.0,608.0,619.0,619.0,608.0,0.17,,,,,,,,0.18868182684282597,0.8723109603497123,3.264608773054705,,,0.06755868,
2023-05-28 16:00:00+00:00,111.0,31.0,24.0,27.0,26.0,24.0,25.0,9.0,0.0,3.0,9.0,0.0,3.0,6.0,3.0,5.0,26.0,24.0,25.0,25.0,23.0,24.0,1015.92,1015.92,0.0,0.0,0.0,393.0,473.0,473.0,393.0,0.17,,,,,,,,0.18868182684282597,0.8723109603497123,3.172678652884062,,,0.06755868,
2023-05-28 17:00:00+00:00,131.0,33.0,25.0,28.0,24.0,23.0,24.0,9.0,0.0,2.0,9.0,0.0,2.0,6.0,3.0,4.0,24.0,23.0,24.0,24.0,22.0,23.0,1015.92,1014.9,0.0,0.0,0.0,179.0,315.0,315.0,179.0,0.17,,,,,,,,0.1790935490264018,0.8132610958262529,2.896677549781314,,,0.067524765,
2023-05-28 18:00:00+00:00,119.0,34.0,25.0,29.0,24.0,22.0,23.0,8.0,0.0,1.0,9.0,0.0,1.0,6.0,3.0,4.0,24.0,22.0,23.0,23.0,21.0,22.0,1015.92,1014.9,0.0,0.0,0.0,44.0,162.0,162.0,44.0,0.17,,,,,,,,0.16991941796793744,0.8132610958262529,2.8139243346880676,,,0.067524765,
2023-05-28 19:00:00+00:00,112.0,42.0,33.0,37.0,22.0,19.0,21.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,5.0,22.0,19.0,21.0,21.0,19.0,20.0,1014.9,1014.9,0.0,0.0,0.0,20.0,42.0,42.0,20.0,0.17,,,,,,,,0.15275655991910123,0.8723109603497123,2.4206622580480506,,,0.06749085,
2023-05-28 20:00:00+00:00,112.0,64.0,41.0,54.0,19.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,19.0,15.0,16.0,19.0,15.0,16.0,1015.92,1014.9,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.11613521596458193,1.001858425976152,1.951369778000649,,,0.067524765,
2023-05-28 21:00:00+00:00,79.0,68.0,57.0,62.0,16.0,14.0,15.0,9.0,0.0,2.0,9.0,0.0,2.0,9.0,6.0,8.0,16.0,14.0,15.0,16.0,14.0,15.0,1015.92,1015.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.10978677277584367,1.072768825881126,1.708445769955421,,,0.06755868,
2023-05-28 22:00:00+00:00,87.0,73.0,67.0,69.0,15.0,14.0,15.0,11.0,0.0,2.0,11.0,0.0,2.0,10.0,9.0,9.0,15.0,14.0,15.0,15.0,14.0,15.0,1016.93,1015.92,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.10978677277584367,1.1480604779781116,1.651975545770532,,,0.0675922625,
2023-05-28 23:00:00+00:00,91.0,82.0,72.0,76.0,14.0,12.0,13.0,8.0,0.0,1.0,9.0,0.0,1.0,9.0,8.0,9.0,14.0,12.0,13.0,14.0,12.0,13.0,1016.93,1016.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.09797057210130243,1.1480604779781116,1.500584366236124,,,0.06762584499999999,
2023-05-29 00:00:00+00:00,90.0,88.0,80.0,85.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,12.0,9.0,10.0,12.0,9.0,10.0,1016.93,1016.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,0.08228276324952875,1.072768825881126,1.2753121755125338,,,0.06762584499999999,
2023-05-29 01:00:00+00:00,90.0,89.0,86.0,87.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,10.0,9.0,9.0,10.0,9.0,9.0,1016.93,1015.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,1.001858425976152,1.188011548658745,,,0.0675922625,
2023-05-29 02:00:00+00:00,90.0,89.0,86.0,87.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,1016.93,1015.92,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,0.07755465977678412,1.001858425976152,1.1480604779781116,,,0.0675922625,
